,id,chartRating,type,title_id
0,/title/tt0111161/,9.2,movie,tt0111161
1,/title/tt0068646/,9.1,movie,tt0068646
2,/title/tt0071562/,9.0,movie,tt0071562
3,/title/tt0468569/,9.0,movie,tt0468569
4,/title/tt0050083/,8.9,movie,tt0050083
5,/title/tt0108052/,8.9,movie,tt0108052
6,/title/tt0167260/,8.9,movie,tt0167260
7,/title/tt0110912/,8.8,movie,tt0110912
8,/title/tt0060196/,8.8,movie,tt0060196
9,/title/tt0120737/,8.8,movie,tt0120737
10,/title/tt0137523/,8.8,movie,tt0137523
11,/title/tt0109830/,8.8,movie,tt0109830
12,/title/tt1375666/,8.7,movie,tt1375666
13,/title/tt0167261/,8.7,movie,tt0167261
14,/title/tt0080684/,8.7,movie,tt0080684
15,/title/tt0133093/,8.6,movie,tt0133093
16,/title/tt0099685/,8.6,movie,tt0099685
17,/title/tt0073486/,8.6,movie,tt0073486
18,/title/tt0047478/,8.6,movie,tt0047478
19,/title/tt0114369/,8.6,movie,tt0114369
20,/title/tt0118799/,8.6,movie,tt0118799
21,/title/tt0317248/,8.6,movie,tt0317248
22,/title/tt0102926/,8.6,movie,tt0102926
23,/title/tt0038650/,8.6,movie,tt0038650
24,/title/tt0076759/,8.6,movie,tt0076759
25,/title/tt0120815/,8.6,movie,tt0120815
26,/title/tt0120689/,8.5,movie,tt0120689
27,/title/tt0245429/,8.5,movie,tt0245429
28,/title/tt0816692/,8.5,movie,tt0816692
29,/title/tt6751668/,8.5,movie,tt6751668
30,/title/tt0110413/,8.5,movie,tt0110413
31,/title/tt0056058/,8.5,movie,tt0056058
32,/title/tt0114814/,8.5,movie,tt0114814
33,/title/tt0110357/,8.5,movie,tt0110357
34,/title/tt0253474/,8.5,movie,tt0253474
35,/title/tt0088763/,8.5,movie,tt0088763
36,/title/tt0103064/,8.5,movie,tt0103064
37,/title/tt0120586/,8.5,movie,tt0120586
38,/title/tt0027977/,8.5,movie,tt0027977
39,/title/tt0172495/,8.5,movie,tt0172495
40,/title/tt0054215/,8.5,movie,tt0054215
41,/title/tt0407887/,8.5,movie,tt0407887
42,/title/tt0021749/,8.5,movie,tt0021749
43,/title/tt1675434/,8.5,movie,tt1675434
44,/title/tt2582802/,8.5,movie,tt2582802
45,/title/tt0095327/,8.5,movie,tt0095327
46,/title/tt0482571/,8.5,movie,tt0482571
47,/title/tt0064116/,8.4,movie,tt0064116
48,/title/tt0034583/,8.4,movie,tt0034583
49,/title/tt0095765/,8.4,movie,tt0095765
50,/title/tt0047396/,8.4,movie,tt0047396
51,/title/tt0078748/,8.4,movie,tt0078748
52,/title/tt0078788/,8.4,movie,tt0078788
53,/title/tt0209144/,8.4,movie,tt0209144
54,/title/tt0032553/,8.4,movie,tt0032553
55,/title/tt0082971/,8.4,movie,tt0082971
56,/title/tt8503618/,8.4,movie,tt8503618
57,/title/tt1853728/,8.4,movie,tt1853728
58,/title/tt0405094/,8.4,movie,tt0405094
59,/title/tt0050825/,8.4,movie,tt0050825
60,/title/tt7286456/,8.4,movie,tt7286456
61,/title/tt0910970/,8.4,movie,tt0910970
62,/title/tt0081505/,8.4,movie,tt0081505
63,/title/tt4154756/,8.4,movie,tt4154756
64,/title/tt0043014/,8.4,movie,tt0043014
65,/title/tt0051201/,8.4,movie,tt0051201
66,/title/tt0364569/,8.3,movie,tt0364569
67,/title/tt0119698/,8.3,movie,tt0119698
68,/title/tt4633694/,8.3,movie,tt4633694
69,/title/tt0057012/,8.3,movie,tt0057012
70,/title/tt1345836/,8.3,movie,tt1345836
71,/title/tt0087843/,8.3,movie,tt0087843
72,/title/tt5311514/,8.3,movie,tt5311514
73,/title/tt0090605/,8.3,movie,tt0090605
74,/title/tt2380307/,8.3,movie,tt2380307
75,/title/tt4154796/,8.3,movie,tt4154796
76,/title/tt0169547/,8.3,movie,tt0169547
77,/title/tt0112573/,8.3,movie,tt0112573
78,/title/tt8267604/,8.3,movie,tt8267604
79,/title/tt0082096/,8.3,movie,tt0082096
80,/title/tt1187043/,8.3,movie,tt1187043
81,/title/tt0114709/,8.3,movie,tt0114709
82,/title/tt0057565/,8.3,movie,tt0057565
83,/title/tt0086879/,8.3,movie,tt0086879
84,/title/tt0361748/,8.3,movie,tt0361748
85,/title/tt0086190/,8.3,movie,tt0086190
86,/title/tt0119217/,8.3,movie,tt0119217
87,/title/tt0986264/,8.3,movie,tt0986264
88,/title/tt0105236/,8.3,movie,tt0105236
89,/title/tt0062622/,8.3,movie,tt0062622
90,/title/tt0180093/,8.3,movie,tt0180093
91,/title/tt0052357/,8.3,movie,tt0052357
92,/title/tt0022100/,8.3,movie,tt0022100
93,/title/tt2106476/,8.3,movie,tt2106476
94,/title/tt0338013/,8.3,movie,tt0338013
95,/title/tt0033467/,8.3,movie,tt0033467
96,/title/tt5074352/,8.3,movie,tt5074352
97,/title/tt0093058/,8.2,movie,tt0093058
98,/title/tt0040522/,8.2,movie,tt0040522
99,/title/tt0045152/,8.2,movie,tt0045152
100,/title/tt0012349/,8.2,movie,tt0012349
101,/title/tt0208092/,8.2,movie,tt0208092
102,/title/tt0053125/,8.2,movie,tt0053125
103,/title/tt0066921/,8.2,movie,tt0066921
104,/title/tt0086250/,8.2,movie,tt0086250
105,/title/tt8579674/,8.2,movie,tt8579674
106,/title/tt0091251/,8.2,movie,tt0091251
107,/title/tt0044741/,8.2,movie,tt0044741
108,/title/tt0075314/,8.2,movie,tt0075314
109,/title/tt0435761/,8.2,movie,tt0435761
110,/title/tt1255953/,8.2,movie,tt1255953
111,/title/tt0056172/,8.2,movie,tt0056172
112,/title/tt1832382/,8.2,movie,tt1832382
113,/title/tt0211915/,8.2,movie,tt0211915
114,/title/tt0070735/,8.2,movie,tt0070735
115,/title/tt0017136/,8.2,movie,tt0017136
116,/title/tt0059578/,8.2,movie,tt0059578
117,/title/tt0053604/,8.2,movie,tt0053604
118,/title/tt0036775/,8.2,movie,tt0036775
119,/title/tt0056592/,8.2,movie,tt0056592
120,/title/tt1049413/,8.2,movie,tt1049413
121,/title/tt0097576/,8.2,movie,tt0097576
122,/title/tt0113277/,8.2,movie,tt0113277
123,/title/tt0119488/,8.2,movie,tt0119488
124,/title/tt0095016/,8.2,movie,tt0095016
125,/title/tt6966692/,8.2,movie,tt6966692
126,/title/tt0071853/,8.2,movie,tt0071853
127,/title/tt0372784/,8.2,movie,tt0372784
128,/title/tt0055630/,8.2,movie,tt0055630
129,/title/tt0042876/,8.2,movie,tt0042876
130,/title/tt0363163/,8.2,movie,tt0363163
131,/title/tt0118849/,8.2,movie,tt0118849
132,/title/tt0105695/,8.2,movie,tt0105695
133,/title/tt0089881/,8.2,movie,tt0089881
134,/title/tt0053291/,8.2,movie,tt0053291
135,/title/tt0347149/,8.2,movie,tt0347149
136,/title/tt0042192/,8.2,movie,tt0042192
137,/title/tt0112641/,8.2,movie,tt0112641
138,/title/tt0268978/,8.2,movie,tt0268978
139,/title/tt0057115/,8.2,movie,tt0057115
140,/title/tt0993846/,8.2,movie,tt0993846
141,/title/tt0457430/,8.2,movie,tt0457430
142,/title/tt1305806/,8.1,movie,tt1305806
143,/title/tt0469494/,8.1,movie,tt0469494
144,/title/tt0120735/,8.1,movie,tt0120735
145,/title/tt0055031/,8.1,movie,tt0055031
146,/title/tt0096283/,8.1,movie,tt0096283
147,/title/tt0081398/,8.1,movie,tt0081398
148,/title/tt0040897/,8.1,movie,tt0040897
149,/title/tt0046912/,8.1,movie,tt0046912
150,/title/tt5027774/,8.1,movie,tt5027774
151,/title/tt1130884/,8.1,movie,tt1130884
152,/title/tt0071315/,8.1,movie,tt0071315
153,/title/tt0015864/,8.1,movie,tt0015864
154,/title/tt0476735/,8.1,movie,tt0476735
155,/title/tt0477348/,8.1,movie,tt0477348
156,/title/tt0434409/,8.1,movie,tt0434409
157,/title/tt2096673/,8.1,movie,tt2096673
158,/title/tt0080678/,8.1,movie,tt0080678
159,/title/tt0050976/,8.1,movie,tt0050976
160,/title/tt0084787/,8.1,movie,tt0084787
161,/title/tt1291584/,8.1,movie,tt1291584
162,/title/tt0167404/,8.1,movie,tt0167404
163,/title/tt0117951/,8.1,movie,tt0117951
164,/title/tt0107290/,8.1,movie,tt0107290
165,/title/tt4729430/,8.1,movie,tt4729430
166,/title/tt0120382/,8.1,movie,tt0120382
167,/title/tt0031381/,8.1,movie,tt0031381
168,/title/tt0266543/,8.1,movie,tt0266543
169,/title/tt0050986/,8.1,movie,tt0050986
170,/title/tt0079944/,8.1,movie,tt0079944
171,/title/tt0083658/,8.1,movie,tt0083658
172,/title/tt0266697/,8.1,movie,tt0266697
173,/title/tt0353969/,8.1,movie,tt0353969
174,/title/tt0116282/,8.1,movie,tt0116282
175,/title/tt0050212/,8.1,movie,tt0050212
176,/title/tt3170832/,8.1,movie,tt3170832
177,/title/tt3011894/,8.1,movie,tt3011894
178,/title/tt1205489/,8.1,movie,tt1205489
179,/title/tt0041959/,8.1,movie,tt0041959
180,/title/tt0046438/,8.1,movie,tt0046438
181,/title/tt0047296/,8.1,movie,tt0047296
182,/title/tt0077416/,8.1,movie,tt0077416
183,/title/tt0107207/,8.1,movie,tt0107207
184,/title/tt0978762/,8.1,movie,tt0978762
185,/title/tt2278388/,8.1,movie,tt2278388
186,/title/tt2267998/,8.1,movie,tt2267998
187,/title/tt0112471/,8.1,movie,tt0112471
188,/title/tt0066763/,8.1,movie,tt0066763
189,/title/tt0264464/,8.1,movie,tt0264464
190,/title/tt2119532/,8.1,movie,tt2119532
191,/title/tt0060827/,8.1,movie,tt0060827
192,/title/tt1392214/,8.1,movie,tt1392214
193,/title/tt8108198/,8.1,movie,tt8108198
194,/title/tt0077711/,8.1,movie,tt0077711
195,/title/tt0118715/,8.1,movie,tt0118715
196,/title/tt0015324/,8.1,movie,tt0015324
197,/title/tt0035446/,8.1,movie,tt0035446
198,/title/tt0017925/,8.1,movie,tt0017925
199,/title/tt0892769/,8.1,movie,tt0892769
200,/title/tt1950186/,8.1,movie,tt1950186
201,/title/tt0072684/,8.1,movie,tt0072684
202,/title/tt2024544/,8.1,movie,tt2024544
203,/title/tt0116231/,8.1,movie,tt0116231
204,/title/tt0031679/,8.1,movie,tt0031679
205,/title/tt1392190/,8.1,movie,tt1392190
206,/title/tt2948372/,8.1,movie,tt2948372
207,/title/tt0405159/,8.1,movie,tt0405159
208,/title/tt0097165/,8.1,movie,tt0097165
209,/title/tt0074958/,8.1,movie,tt0074958
210,/title/tt0092005/,8.1,movie,tt0092005
211,/title/tt1201607/,8.1,movie,tt1201607
212,/title/tt0052618/,8.1,movie,tt0052618
213,/title/tt1028532/,8.1,movie,tt1028532
214,/title/tt0061512/,8.1,movie,tt0061512
215,/title/tt4016934/,8.1,movie,tt4016934
216,/title/tt0091763/,8.0,movie,tt0091763
217,/title/tt3315342/,8.0,movie,tt3315342
218,/title/tt0758758/,8.0,movie,tt0758758
219,/title/tt1979320/,8.0,movie,tt1979320
220,/title/tt0046268/,8.0,movie,tt0046268
221,/title/tt0079470/,8.0,movie,tt0079470
222,/title/tt0113247/,8.0,movie,tt0113247
223,/title/tt0053198/,8.0,movie,tt0053198
224,/title/tt1895587/,8.0,movie,tt1895587
225,/title/tt0019254/,8.0,movie,tt0019254
226,/title/tt0395169/,8.0,movie,tt0395169
227,/title/tt0097223/,8.0,movie,tt0097223
228,/title/tt0245712/,8.0,movie,tt0245712
229,/title/tt1954470/,8.0,movie,tt1954470
230,/title/tt0075148/,8.0,movie,tt0075148
231,/title/tt0060107/,8.0,movie,tt0060107
232,/title/tt0198781/,8.0,movie,tt0198781
233,/title/tt0087544/,8.0,movie,tt0087544
234,/title/tt0032976/,8.0,movie,tt0032976
235,/title/tt0381681/,8.0,movie,tt0381681
236,/title/tt0048021/,8.0,movie,tt0048021
237,/title/tt0405508/,8.0,movie,tt0405508
238,/title/tt0118694/,8.0,movie,tt0118694
239,/title/tt0087884/,8.0,movie,tt0087884
240,/title/tt8613070/,8.0,movie,tt8613070
241,/title/tt0025316/,8.0,movie,tt0025316
242,/title/tt4857264/,8.0,movie,tt4857264
243,/title/tt5323662/,8.0,movie,tt5323662
244,/title/tt4430212/,8.0,movie,tt4430212
245,/title/tt1454029/,8.0,movie,tt1454029
246,/title/tt0058946/,8.0,movie,tt0058946
247,/title/tt2991224/,8.0,movie,tt2991224
248,/title/tt0111495/,8.0,movie,tt0111495
249,/title/tt0367110/,8.0,movie,tt0367110
250,/title/tt5491994/,9.5,tv,tt5491994
251,/title/tt0795176/,9.4,tv,tt0795176
252,/title/tt0185906/,9.4,tv,tt0185906
253,/title/tt0903747/,9.4,tv,tt0903747
254,/title/tt7366338/,9.4,tv,tt7366338
255,/title/tt6769208/,9.3,tv,tt6769208
256,/title/tt0306414/,9.3,tv,tt0306414
257,/title/tt9253866/,9.3,tv,tt9253866
258,/title/tt2395695/,9.2,tv,tt2395695
259,/title/tt0081846/,9.2,tv,tt0081846
260,/title/tt0944947/,9.2,tv,tt0944947
261,/title/tt0417299/,9.2,tv,tt0417299
262,/title/tt2861424/,9.2,tv,tt2861424
263,/title/tt0141842/,9.2,tv,tt0141842
264,/title/tt0071075/,9.1,tv,tt0071075
265,/title/tt8420184/,9.1,tv,tt8420184
266,/title/tt1533395/,9.1,tv,tt1533395
267,/title/tt12392504/,9.1,tv,tt12392504
268,/title/tt1355642/,9.1,tv,tt1355642
269,/title/tt1877514/,9.1,tv,tt1877514
270,/title/tt1475582/,9.0,tv,tt1475582
271,/title/tt0052520/,9.0,tv,tt0052520
272,/title/tt1806234/,9.0,tv,tt1806234
273,/title/tt0296310/,9.0,tv,tt0296310
274,/title/tt7920978/,9.0,tv,tt7920978
275,/title/tt0103359/,9.0,tv,tt0103359
276,/title/tt0111893/,9.0,tv,tt0111893
277,/title/tt2092588/,9.0,tv,tt2092588
278,/title/tt0303461/,8.9,tv,tt0303461
279,/title/tt0092337/,8.9,tv,tt0092337
280,/title/tt2356777/,8.9,tv,tt2356777
281,/title/tt0877057/,8.9,tv,tt0877057
282,/title/tt0098769/,8.9,tv,tt0098769
283,/title/tt4934214/,8.9,tv,tt4934214
284,/title/tt1508238/,8.9,tv,tt1508238
285,/title/tt0213338/,8.9,tv,tt0213338
286,/title/tt2571774/,8.9,tv,tt2571774
287,/title/tt2802850/,8.9,tv,tt2802850
288,/title/tt7137906/,8.9,tv,tt7137906
289,/title/tt3530232/,8.9,tv,tt3530232
290,/title/tt2098220/,8.9,tv,tt2098220
291,/title/tt0081912/,8.9,tv,tt0081912
292,/title/tt0386676/,8.8,tv,tt0386676
293,/title/tt4742876/,8.8,tv,tt4742876
294,/title/tt1865718/,8.8,tv,tt1865718
295,/title/tt2297757/,8.8,tv,tt2297757
296,/title/tt0108778/,8.8,tv,tt0108778
297,/title/tt0081834/,8.8,tv,tt0081834
298,/title/tt0098904/,8.8,tv,tt0098904
299,/title/tt2560140/,8.8,tv,tt2560140
300,/title/tt0063929/,8.8,tv,tt0063929
301,/title/tt9140342/,8.8,tv,tt9140342
302,/title/tt0112130/,8.8,tv,tt0112130
303,/title/tt2085059/,8.8,tv,tt2085059
304,/title/tt1832668/,8.8,tv,tt1832668
305,/title/tt0098936/,8.8,tv,tt0098936
306,/title/tt3718778/,8.8,tv,tt3718778
307,/title/tt2707408/,8.7,tv,tt2707408
308,/title/tt0096548/,8.7,tv,tt0096548
309,/title/tt4508902/,8.7,tv,tt4508902
310,/title/tt0268093/,8.7,tv,tt0268093
311,/title/tt0353049/,8.7,tv,tt0353049
312,/title/tt9432978/,8.7,tv,tt9432978
313,/title/tt2442560/,8.7,tv,tt2442560
314,/title/tt0193676/,8.7,tv,tt0193676
315,/title/tt0072500/,8.7,tv,tt0072500
316,/title/tt8111088/,8.7,tv,tt8111088
317,/title/tt0472954/,8.7,tv,tt0472954
318,/title/tt5753856/,8.7,tv,tt5753856
319,/title/tt1910272/,8.7,tv,tt1910272
320,/title/tt0121220/,8.7,tv,tt0121220
321,/title/tt0200276/,8.7,tv,tt0200276
322,/title/tt3032476/,8.7,tv,tt3032476
323,/title/tt0384766/,8.7,tv,tt0384766
324,/title/tt1043822/,8.7,tv,tt1043822
325,/title/tt10530900/,8.7,tv,tt10530900
326,/title/tt0214341/,8.7,tv,tt0214341
327,/title/tt1831164/,8.7,tv,tt1831164
328,/title/tt6108262/,8.7,tv,tt6108262
329,/title/tt4574334/,8.7,tv,tt4574334
330,/title/tt0118421/,8.7,tv,tt0118421
331,/title/tt0367279/,8.7,tv,tt0367279
332,/title/tt0264235/,8.7,tv,tt0264235
333,/title/tt0074006/,8.7,tv,tt0074006
334,/title/tt3398228/,8.7,tv,tt3398228
335,/title/tt10233448/,8.7,tv,tt10233448
336,/title/tt0158417/,8.7,tv,tt0158417
337,/title/tt5687612/,8.7,tv,tt5687612
338,/title/tt1190634/,8.7,tv,tt1190634
339,/title/tt5788792/,8.7,tv,tt5788792
340,/title/tt1856010/,8.7,tv,tt1856010
341,/title/tt6025022/,8.7,tv,tt6025022
342,/title/tt0086661/,8.7,tv,tt0086661
343,/title/tt7651892/,8.7,tv,tt7651892
344,/title/tt8788458/,8.7,tv,tt8788458
345,/title/tt0459159/,8.7,tv,tt0459159
346,/title/tt1518542/,8.7,tv,tt1518542
347,/title/tt0248654/,8.6,tv,tt0248654
348,/title/tt0121955/,8.6,tv,tt0121955
349,/title/tt0281491/,8.6,tv,tt0281491
350,/title/tt0481256/,8.6,tv,tt0481256
351,/title/tt4299972/,8.6,tv,tt4299972
352,/title/tt0388629/,8.6,tv,tt0388629
353,/title/tt0090509/,8.6,tv,tt0090509
354,/title/tt8595766/,8.6,tv,tt8595766
355,/title/tt4834232/,8.6,tv,tt4834232
356,/title/tt1051155/,8.6,tv,tt1051155
357,/title/tt0096697/,8.6,tv,tt0096697
358,/title/tt0412142/,8.6,tv,tt0412142
359,/title/tt0407362/,8.6,tv,tt0407362
360,/title/tt4786824/,8.6,tv,tt4786824
361,/title/tt9335498/,8.6,tv,tt9335498
362,/title/tt10986410/,8.6,tv,tt10986410
363,/title/tt0286486/,8.6,tv,tt0286486
364,/title/tt5712554/,8.6,tv,tt5712554
365,/title/tt9103932/,8.6,tv,tt9103932
366,/title/tt1628033/,8.6,tv,tt1628033
367,/title/tt0318871/,8.6,tv,tt0318871
368,/title/tt2069688/,8.6,tv,tt2069688
369,/title/tt10332508/,8.6,tv,tt10332508
370,/title/tt0475784/,8.6,tv,tt0475784
371,/title/tt1606375/,8.6,tv,tt1606375
372,/title/tt3398540/,8.6,tv,tt3398540
373,/title/tt0096639/,8.6,tv,tt0096639
374,/title/tt2303687/,8.6,tv,tt2303687
375,/title/tt0348914/,8.6,tv,tt0348914
376,/title/tt4288182/,8.6,tv,tt4288182
377,/title/tt5555260/,8.6,tv,tt5555260
378,/title/tt0092455/,8.6,tv,tt0092455
379,/title/tt1733785/,8.6,tv,tt1733785
380,/title/tt1266020/,8.6,tv,tt1266020
381,/title/tt0088484/,8.6,tv,tt0088484
382,/title/tt10048342/,8.6,tv,tt10048342
383,/title/tt0108855/,8.6,tv,tt0108855
384,/title/tt7660850/,8.6,tv,tt7660850
385,/title/tt6763664/,8.6,tv,tt6763664
386,/title/tt0106179/,8.6,tv,tt0106179
387,/title/tt0994314/,8.6,tv,tt0994314
388,/title/tt5099020/,8.6,tv,tt5099020
389,/title/tt2244495/,8.6,tv,tt2244495
390,/title/tt0804503/,8.6,tv,tt0804503
391,/title/tt0314979/,8.6,tv,tt0314979
392,/title/tt10850932/,8.6,tv,tt10850932
393,/title/tt8289930/,8.6,tv,tt8289930
394,/title/tt0758745/,8.6,tv,tt0758745
395,/title/tt0387764/,8.6,tv,tt0387764
396,/title/tt7221388/,8.6,tv,tt7221388
397,/title/tt0083100/,8.6,tv,tt0083100
398,/title/tt2049116/,8.6,tv,tt2049116
399,/title/tt0203082/,8.6,tv,tt0203082
400,/title/tt0062588/,8.6,tv,tt0062588
401,/title/tt4063800/,8.6,tv,tt4063800
402,/title/tt1486217/,8.6,tv,tt1486217
403,/title/tt0092324/,8.6,tv,tt0092324
404,/title/tt0111958/,8.6,tv,tt0111958
405,/title/tt1641384/,8.6,tv,tt1641384
406,/title/tt5290382/,8.6,tv,tt5290382
407,/title/tt5421602/,8.6,tv,tt5421602
408,/title/tt0773262/,8.6,tv,tt0773262
409,/title/tt0053488/,8.6,tv,tt0053488
410,/title/tt1513168/,8.6,tv,tt1513168
411,/title/tt3322312/,8.6,tv,tt3322312
412,/title/tt0380136/,8.6,tv,tt0380136
413,/title/tt0403778/,8.6,tv,tt0403778
414,/title/tt1795096/,8.6,tv,tt1795096
415,/title/tt0434706/,8.6,tv,tt0434706
416,/title/tt0075537/,8.5,tv,tt0075537
417,/title/tt4269716/,8.5,tv,tt4269716
418,/title/tt0417349/,8.5,tv,tt0417349
419,/title/tt0080306/,8.5,tv,tt0080306
420,/title/tt1870479/,8.5,tv,tt1870479
421,/title/tt5189670/,8.5,tv,tt5189670
422,/title/tt11301642/,8.5,tv,tt11301642
423,/title/tt6111552/,8.5,tv,tt6111552
424,/title/tt12004706/,8.5,tv,tt12004706
425,/title/tt7562112/,8.5,tv,tt7562112
426,/title/tt12451520/,8.5,tv,tt12451520
427,/title/tt0094525/,8.5,tv,tt0094525
428,/title/tt0187664/,8.5,tv,tt0187664
429,/title/tt0229889/,8.5,tv,tt0229889
430,/title/tt0118273/,8.5,tv,tt0118273
431,/title/tt0088509/,8.5,tv,tt0088509
432,/title/tt5288312/,8.5,tv,tt5288312
433,/title/tt0086831/,8.5,tv,tt0086831
434,/title/tt1489428/,8.5,tv,tt1489428
435,/title/tt0275137/,8.5,tv,tt0275137
436,/title/tt0280249/,8.5,tv,tt0280249
437,/title/tt0112159/,8.5,tv,tt0112159
438,/title/tt4093826/,8.5,tv,tt4093826
439,/title/tt0423731/,8.5,tv,tt0423731
440,/title/tt9566030/,8.5,tv,tt9566030
441,/title/tt0979432/,8.5,tv,tt0979432
442,/title/tt1305826/,8.5,tv,tt1305826
443,/title/tt0096657/,8.5,tv,tt0096657
444,/title/tt0421357/,8.5,tv,tt0421357
445,/title/tt0264700/,8.5,tv,tt0264700
446,/title/tt0120570/,8.5,tv,tt0120570
447,/title/tt0863046/,8.5,tv,tt0863046
448,/title/tt4647692/,8.5,tv,tt4647692
449,/title/tt0094517/,8.5,tv,tt0094517
450,/title/tt1877368/,8.5,tv,tt1877368
451,/title/tt0062550/,8.5,tv,tt0062550
452,/title/tt4295140/,8.5,tv,tt4295140
453,/title/tt0426719/,8.5,tv,tt0426719
454,/title/tt4082744/,8.5,tv,tt4082744
455,/title/tt1494191/,8.5,tv,tt1494191
456,/title/tt2100976/,8.5,tv,tt2100976
457,/title/tt9561862/,8.5,tv,tt9561862
458,/title/tt1586680/,8.5,tv,tt1586680
459,/title/tt0237123/,8.5,tv,tt0237123
460,/title/tt0436992/,8.5,tv,tt0436992
461,/title/tt0487831/,8.5,tv,tt0487831
462,/title/tt4158110/,8.5,tv,tt4158110
463,/title/tt0047708/,8.5,tv,tt0047708
464,/title/tt0988824/,8.5,tv,tt0988824
465,/title/tt2701582/,8.5,tv,tt2701582
466,/title/tt6958022/,8.5,tv,tt6958022
467,/title/tt0995832/,8.5,tv,tt0995832
468,/title/tt1492966/,8.5,tv,tt1492966
469,/title/tt0106028/,8.5,tv,tt0106028
470,/title/tt5897304/,8.5,tv,tt5897304
471,/title/tt0315008/,8.5,tv,tt0315008
472,/title/tt2575988/,8.5,tv,tt2575988
473,/title/tt2401256/,8.5,tv,tt2401256
474,/title/tt0163507/,8.5,tv,tt0163507
475,/title/tt0129690/,8.5,tv,tt0129690
476,/title/tt3920596/,8.5,tv,tt3920596
477,/title/tt7278862/,8.5,tv,tt7278862
478,/title/tt1758429/,8.5,tv,tt1758429
479,/title/tt2243973/,8.5,tv,tt2243973
480,/title/tt3895150/,8.5,tv,tt3895150
481,/title/tt5425186/,8.5,tv,tt5425186
482,/title/tt0290978/,8.5,tv,tt0290978
483,/title/tt6077448/,8.5,tv,tt6077448
484,/title/tt1534360/,8.5,tv,tt1534360
485,/title/tt1124373/,8.5,tv,tt1124373
486,/title/tt7908628/,8.5,tv,tt7908628
487,/title/tt0118266/,8.5,tv,tt0118266
488,/title/tt5249462/,8.5,tv,tt5249462
489,/title/tt9398466/,8.5,tv,tt9398466
490,/title/tt0262150/,8.5,tv,tt0262150
491,/title/tt4236770/,8.5,tv,tt4236770
492,/title/tt0472027/,8.5,tv,tt0472027
493,/title/tt1442449/,8.5,tv,tt1442449
494,/title/tt0417373/,8.4,tv,tt0417373
495,/title/tt0988818/,8.4,tv,tt0988818
496,/title/tt7658402/,8.4,tv,tt7658402
497,/title/tt0278238/,8.4,tv,tt0278238
498,/title/tt3230854/,8.4,tv,tt3230854
499,/title/tt1298820/,8.4,tv,tt1298820
